Make,Model,Year,Price,Mileage,Body_Type,Cylinders,Transmission,Fuel_Type,Color,Location
chevrolet,tahoe,2020,259023,62536,SUV,8,Automatic Transmission,Gasoline,White, Dubai
ferrari,scaglietti,2006,304399,65376,Coupe,12,Automatic Transmission,Gasoline,Blue, Dubai
land-rover,range-rover,2007,180017,189223,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,6-series,2014,149912,184438,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
lexus,gx-series,2022,85051,169091,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,cla,2007,91468,114324,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2012,63605,62295,SUV,6,Manual Transmission,Gasoline,Gold, Dubai
honda,accord,2022,134183,270532,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
toyota,land-cruiser,2011,331226,198407,SUV,6,Automatic Transmission,Gasoline,White, Dubai
jaguar,f-pace,2009,230459,67348,SUV,4,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,c-class,2016,201001,119929,Coupe,8,Automatic Transmission,Gasoline,Grey, Sharjah
mitsubishi,montero-sport,2005,77176,175210,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
dodge,ram,2007,59262,180011,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,pajero,2022,64380,245853,SUV,6,Automatic Transmission,Gasoline,White, Dubai
maserati,quattroporte,2021,101824,36687,Sedan,6,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,c-class,2023,97707,219304,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,s-class,2010,179884,136284,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
land-rover,discovery-sport,2007,82989,221667,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2018,16371,277066,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
audi,q5,2017,197483,137002,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
mini,clubman,2021,131035,42089,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
bmw,5-series,2018,73937,154670,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
porsche,cayman,2015,45508,22146,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
ford,explorer,2008,170804,149034,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2014,251250,218252,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai
ford,explorer,2005,84644,242052,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,avanza,2008,24842,227518,Van,4,Automatic Transmission,Gasoline,White, Dubai
lexus,rx-series,2017,86697,159239,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi
bentley,continental-flying-spur,2015,96156,12776,Sedan,12,Automatic Transmission,Gasoline,Beige, Dubai
rolls-royce,cullinan,2015,3632160,88488,SUV,12,Automatic Transmission,Gasoline,Green, Dubai
toyota,tundra,2008,118425,62846,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Sharjah
nissan,patrol,2007,187848,122111,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,corolla,2021,86723,215668,Sedan,4,Automatic Transmission,Hybrid,Blue, Dubai
mercedes-benz,e-class,2020,177001,171778,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,land-cruiser,2020,386935,45916,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
dodge,durango,2010,75039,90162,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
lexus,gs-series,2012,52687,99382,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah
toyota,prado,2017,76765,67377,SUV,6,Automatic Transmission,Gasoline,White, Dubai
kia,sportage,2008,49834,162055,SUV,4,Automatic Transmission,Gasoline,Black, Sharjah
chevrolet,malibu,2023,24586,202978,Sedan,4,Automatic Transmission,Gasoline,Other Color, Dubai
toyota,land-cruiser,2015,332781,155590,SUV,8,Automatic Transmission,Gasoline,White, Dubai
rolls-royce,dawn,2007,2470177,109465,Soft Top Convertible,12,Automatic Transmission,Gasoline,Black, Dubai
infiniti,q70,2007,80826,135300,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
chevrolet,traverse,2014,65141,282821,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover,2008,32440,108313,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai
lamborghini,aventador,2013,2556296,203835,Hard Top Convertible,12,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2019,148520,234089,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
renault,dokker,2011,38507,171420,Van,4,Manual Transmission,Gasoline,White, Sharjah
lamborghini,urus,2006,1379192,231468,SUV,8,Automatic Transmission,Gasoline,Green, Dubai
nissan,juke,2007,28608,83588,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-sport,2010,234738,173928,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
nissan,juke,2015,39562,226322,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,cls-class,2012,384668,57057,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
honda,accord,2015,24424,141931,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,pickup,2016,23695,52508,Pick Up Truck,4,Manual Transmission,Gasoline,White, Sharjah
nissan,titan,2010,23747,198699,Pick Up Truck,8,Automatic Transmission,Gasoline,Green, Sharjah
ford,ranger,2005,165400,216885,Pick Up Truck,4,Automatic Transmission,Gasoline,Black, Dubai
ford,bronco,2022,260540,169855,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
ford,focus,2009,14636,293705,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2021,209002,183922,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
hyundai,avanti,2023,40877,199835,Sedan,4,Automatic Transmission,Diesel,White, Dubai
toyota,hilux,2022,109395,136833,Pick Up Truck,4,Automatic Transmission,Gasoline,Black, Dubai
maserati,levante,2017,321214,276430,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2024,535045,104776,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
alfa-romeo,giulia,2017,100379,31032,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
nissan,van,2018,65943,58547,Van,4,Manual Transmission,Gasoline,White, Dubai
lexus,lx600,2018,619809,186702,SUV,6,Automatic Transmission,Gasoline,White, Dubai
porsche,cayman,2017,365509,121525,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,evolution,2013,53793,135489,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
jeep,wrangler,2007,86594,53704,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mini,cooper,2016,70575,19411,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
peugeot,5045,2012,36085,200872,Soft Top Convertible,4,Manual Transmission,Gasoline,Red, Dubai
chevrolet,captiva,2009,22895,102305,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,c-class,2010,299361,254840,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
volvo,s-class,2015,126260,82390,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
toyota,corolla,2015,78104,286327,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi
lamborghini,urus,2005,1860731,161068,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mini,countryman,2016,69803,264344,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
jeep,grand-cherokee,2024,20985,19034,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
porsche,panamera,2013,138192,60922,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
chevrolet,corvette,2014,42447,81078,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
bentley,continental-gt,2024,1436085,148302,Hard Top Convertible,12,Automatic Transmission,Gasoline,White, Dubai
land-rover,defender,2015,292604,235357,SUV,4,Manual Transmission,Diesel,Grey, Dubai
ford,f-series-pickup,2020,536718,291101,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,camry,2017,40149,179067,Sedan,4,Automatic Transmission,Gasoline,Silver, Sharjah
mclaren,senna,2013,5314704,197989,Sports Car,8,Automatic Transmission,Gasoline,White, Dubai
dodge,ram,2012,136526,232919,SUV,8,Automatic Transmission,Gasoline,Burgundy, Dubai
nissan,x-trail,2013,59891,199877,SUV,4,Automatic Transmission,Gasoline,Blue, Sharjah
bmw,4-series,2009,212364,218218,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
lexus,rx-series,2005,60491,71430,SUV,6,Automatic Transmission,Gasoline,White, Dubai
hyundai,veloster,2008,45654,283334,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai
audi,s3rs3,2023,57557,117559,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
rolls-royce,phantom,2009,2143650,124254,Sedan,12,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,e-class,2024,236572,138622,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
audi,q7,2005,69693,261398,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,cls-class,2023,20933,103886,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
land-rover,range-rover-sport,2016,74964,106674,SUV,8,Automatic Transmission,Gasoline,White, Dubai
ford,mustang,2021,124345,107273,Soft Top Convertible,8,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover,2012,164224,281780,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,7-series,2018,277113,200872,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi
suzuki,kizashi,2014,33024,142781,Sedan,4,Automatic Transmission,Gasoline,Grey, Abu Dhabi
porsche,cayenne,2005,110518,256606,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,cls-class,2024,137567,15296,Sedan,8,Automatic Transmission,Gasoline,Silver, Ajman
ford,explorer,2015,59146,204696,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
ford,figo,2014,29721,55742,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
lotus,evora,2017,389925,102565,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,cl-class,2022,16885,135286,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
ferrari,599gtb,2016,394950,193676,Coupe,12,Automatic Transmission,Gasoline,Black, Dubai
dodge,challenger,2018,103355,211677,Coupe,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
audi,e-tron,2005,398477,217948,Sedan,4,Automatic Transmission,Electric,White, Dubai
hyundai,h1,2016,23472,216356,Van,4,Automatic Transmission,Gasoline,White, Dubai
gmc,acadia,2014,14514,171914,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
dodge,charger,2024,16125,12089,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
nissan,370z,2016,38775,224899,Coupe,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
maserati,levante,2005,284407,27594,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
nissan,patrol,2011,135747,24685,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
porsche,macan,2014,152578,60666,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
lincoln,mkx,2012,50934,70514,SUV,6,Automatic Transmission,Gasoline,Silver, Sharjah
cadillac,escalade,2018,198582,103791,SUV,8,Automatic Transmission,Gasoline,Black, Al Ain
land-rover,range-rover,2020,246412,271911,SUV,5,Automatic Transmission,Gasoline,White, Dubai
fiat,other,2013,245371,209524,Coupe,4,Automatic Transmission,Gasoline,Blue, Dubai
infiniti,qx60,2015,75921,20909,SUV,6,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler,2008,68654,15832,SUV,6,Manual Transmission,Gasoline,Black, Sharjah
mercedes-benz,gle-class,2019,226358,61257,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,g-class,2023,924200,246822,SUV,8,Automatic Transmission,Gasoline,White, Dubai
audi,q8,2020,420107,280859,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,c-class,2014,28692,138715,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
tesla,model-3,2007,177169,134945,Sedan,4,Automatic Transmission,Electric,White,Sharjah
mazda,3,2005,57176,284120,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
bmw,3-series,2012,220099,111144,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
nissan,armada,2012,22178,218571,SUV,8,Automatic Transmission,Gasoline,Red, Abu Dhabi
toyota,innova,2023,29580,221488,Van,4,Automatic Transmission,Gasoline,White, Dubai
rolls-royce,cullinan,2007,2062071,162118,SUV,12,Automatic Transmission,Gasoline,Red, Dubai
dodge,challenger,2024,70563,288632,Coupe,6,Automatic Transmission,Gasoline,Black, Sharjah
ford,fusion,2016,16769,172465,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
honda,cr-v,2016,118414,197820,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
bmw,3-series,2009,44613,133073,Coupe,4,Manual Transmission,Gasoline,Grey, Dubai
mitsubishi,pajero,2015,58576,153575,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,fj-cruiser,2006,70098,226017,SUV,6,Automatic Transmission,Gasoline,Green, Dubai
gmc,yukon,2020,39057,204102,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi
toyota,camry,2009,117126,293781,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,g-class,2011,688181,94451,SUV,12,Automatic Transmission,Gasoline,Silver, Dubai
nissan,patrol,2007,176758,118348,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,g-class,2017,1596983,244484,SUV,8,Automatic Transmission,Gasoline,White, Dubai
lamborghini,urus,2007,1629280,72899,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,corolla,2014,63548,139228,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
bentley,continental,2016,198310,51118,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
bmw,x6,2013,42294,200674,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
cadillac,escalade,2016,219345,71940,SUV,8,Automatic Transmission,Gasoline,Other Color, Dubai
mitsubishi,pajero,2005,33243,51281,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
jeep,wrangler-unlimited,2013,302370,96573,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
ford,mustang,2010,74002,297770,Crossover,4,Automatic Transmission,Gasoline,Red, Sharjah
bmw,x5,2010,140940,108410,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,e-class,2018,52836,183882,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,supra,2019,205353,287683,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
jeep,cherokee,2009,73528,294258,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,gl-class,2021,114468,29194,SUV,8,Automatic Transmission,Gasoline,White, Dubai
infiniti,qx70,2017,71109,161351,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,fortuner,2011,74488,158229,SUV,4,Automatic Transmission,Gasoline,White, Sharjah
bmw,x5,2007,218911,131225,Other,6,Automatic Transmission,Gasoline,White, Dubai
ford,ecosport,2016,47702,114709,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2020,674655,227722,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,x6,2016,214683,251796,SUV,8,Automatic Transmission,Gasoline,White, Dubai
chevrolet,tahoe,2021,113946,132164,SUV,8,Automatic Transmission,Gasoline,White, Dubai
kia,sorento,2023,30977,81591,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,land-cruiser,2016,337041,183339,Wagon,6,Automatic Transmission,Diesel,Black, Dubai
audi,a8,2017,115940,186595,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,cla,2024,86642,12691,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
bmw,6-series,2017,88450,55224,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2019,58767,256840,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
nissan,pathfinder,2022,35044,98805,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,s-class,2024,386022,175088,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai
porsche,macan,2009,135755,19845,SUV,4,Automatic Transmission,Gasoline,White, Dubai
chevrolet,suburban,2022,38260,233050,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi
bmw,x5,2010,48758,95448,SUV,8,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2007,239403,216182,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
ford,expedition,2019,197650,117872,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2014,321564,14252,Crossover,6,Automatic Transmission,Gasoline,Black, Dubai
volkswagen,touareg,2005,40843,186422,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
toyota,fortuner,2006,119714,20349,SUV,4,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,c-class,2005,30000,93320,Sedan,6,Automatic Transmission,Gasoline,Grey,Dubai
honda,civic,2010,70042,138691,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
ford,explorer,2019,75966,252553,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2009,114062,109361,SUV,6,Automatic Transmission,Gasoline,White, Dubai
audi,q5,2008,46904,36747,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
mitsubishi,lancer,2021,37014,238889,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
mitsubishi,pajero,2014,86197,182405,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,land-cruiser,2008,430224,213611,SUV,6,Automatic Transmission,Diesel,Blue, Dubai
chevrolet,suburban,2009,194331,154792,SUV,4,Automatic Transmission,Gasoline,White, Dubai
nissan,murano,2015,18388,79970,SUV,6,Automatic Transmission,Gasoline,White, Dubai
dodge,durango,2008,51204,221576,SUV,8,Automatic Transmission,Gasoline,White, Dubai
bmw,7-series,2016,39032,12706,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
bmw,7-series,2015,33587,61275,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2012,143804,152967,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
mitsubishi,pajero,2012,55306,289543,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
jaguar,xj-series,2005,42870,199736,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
ferrari,488-gtb,2017,918517,35186,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai
tesla,model-3,2022,229425,61871,Sedan,4,Automatic Transmission,Electric,White, Dubai
hyundai,tucson,2019,26783,221044,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
maserati,quattroporte,2020,92875,255474,Sedan,6,Automatic Transmission,Gasoline,Other Color, Dubai
jeep,grand-cherokee,2018,214746,10575,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
ford,mustang,2010,60457,200030,Coupe,4,Automatic Transmission,Gasoline,White, Abu Dhabi
infiniti,fx45fx35,2018,9877,183146,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,e-class,2017,56682,29666,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
nissan,patrol,2005,128418,161392,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
lamborghini,urus,2009,1947194,20057,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
porsche,cayenne,2017,283509,120184,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
toyota,land-cruiser,2010,309793,177767,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
rolls-royce,ghost,2010,765542,174400,Sedan,12,Automatic Transmission,Gasoline,Red, Dubai
lexus,lx600,2012,746404,83414,SUV,6,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2019,59809,222510,SUV,6,Manual Transmission,Gasoline,Gold, Sharjah
ford,bronco,2023,284211,141293,SUV,6,Automatic Transmission,Gasoline,Other Color, Dubai
porsche,macan,2006,192165,159163,SUV,4,Automatic Transmission,Gasoline,White, Dubai
isuzu,other,2008,72393,289923,Pick Up Truck,4,Manual Transmission,Diesel,Other Color, Dubai
porsche,boxster,2013,86732,171134,Soft Top Convertible,6,Automatic Transmission,Gasoline,Blue, Dubai
bmw,5-series,2012,71271,240851,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
ford,bronco,2024,351537,101648,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
kia,telluride,2020,115243,214766,SUV,6,Automatic Transmission,Gasoline,Other Color, Ajman
mercedes-benz,e-class,2020,16669,43348,Sedan,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
nissan,patrol,2010,82299,92915,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai
mclaren,mp412c,2016,319202,164299,Coupe,8,Automatic Transmission,Gasoline,Orange, Dubai
nissan,patrol,2006,69749,43817,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
ford,edge,2018,31515,54411,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
hyundai,accent,2006,39739,199517,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai
nissan,altima,2012,47470,152397,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
volkswagen,arteon,2011,110244,66930,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
bmw,z4,2019,202404,263675,Soft Top Convertible,6,Automatic Transmission,Gasoline,Red, Dubai
